submission_date,mmwr_week,year,location,concat,total_cases,total_confirmed_cases,total_prob_cases,new_cases,prob_new_cases,total_deaths,confirmed_deaths,prob_deaths,new_deaths,prob_new_deaths
12/19/20,51,2020,NV,202051NV,201858,201858,0,2601,0,2751,0,0,43,0
12/26/20,52,2020,NV,202052NV,215653,215653,0,1589,0,2944,0,0,1,0
1/2/21,53,2021,NV,202153NV,228871,228871,0,1825,0,3151,0,0,5,0
1/9/21,1,2021,NV,20211NV,246309,246309,0,2648,0,3450,0,0,56,0
1/16/21,2,2021,NV,20212NV,260090,260090,0,2040,0,3761,0,0,63,0
1/23/21,3,2021,NV,20213NV,269713,269713,0,1501,0,4011,0,0,53,0
1/30/21,4,2021,NV,20214NV,277349,277349,0,1070,0,4264,0,0,46,0
2/6/21,5,2021,NV,20215NV,283391,283391,0,898,0,4496,0,0,33,0
2/13/21,6,2021,NV,20216NV,287836,287836,0,813,0,4694,0,0,31,0
2/20/21,7,2021,NV,20217NV,290671,290671,0,371,0,4868,0,0,37,0
2/27/21,8,2021,NV,20218NV,293488,293488,0,459,0,4957,0,0,15,0
3/6/21,9,2021,NV,20219NV,295960,295960,0,500,0,5036,0,0,16,0
3/13/21,10,2021,NV,202110NV,299065,299065,0,442,0,5117,0,0,20,0
3/20/21,11,2021,NV,202111NV,300951,300951,0,271,0,5171,0,0,10,0
3/27/21,12,2021,NV,202112NV,302918,302918,0,302,0,5236,0,0,10,0
4/3/21,13,2021,NV,202113NV,304916,304916,0,462,0,5274,0,0,14,0
4/10/21,14,2021,NV,202114NV,307704,307704,0,752,0,5332,0,0,9,0
4/17/21,15,2021,NV,202115NV,310467,310467,0,232,0,5366,0,0,1,0
4/24/21,16,2021,NV,202116NV,313120,313120,0,280,0,5422,0,0,0,0
5/1/21,17,2021,NV,202117NV,315705,315705,0,267,0,5464,0,0,0,0
5/8/21,18,2021,NV,202118NV,318246,318246,0,266,0,5498,0,0,0,0
5/15/21,19,2021,NV,202119NV,320719,320719,0,180,0,5530,0,0,0,0
5/22/21,20,2021,NV,202120NV,322487,322487,0,135,0,5552,0,0,0,0
5/29/21,21,2021,NV,202121NV,323876,323876,0,128,0,5586,0,0,0,0
6/5/21,22,2021,NV,202122NV,325601,325601,0,209,0,5600,0,0,0,0
6/12/21,23,2021,NV,202123NV,327286,327286,0,146,0,5622,0,0,6,0
6/19/21,24,2021,NV,202124NV,329086,0,0,211,0,5649,0,0,0,0
6/26/21,25,2021,NV,202125NV,331919,331919,0,305,0,5668,0,0,1,0
7/3/21,26,2021,NV,202126NV,335099,335099,0,336,0,5698,0,0,1,0
7/10/21,27,2021,NV,202127NV,338629,338629,0,557,0,5723,0,0,3,0
7/17/21,28,2021,NV,202128NV,343785,343785,0,689,0,5759,0,0,1,0
7/24/21,29,2021,NV,202129NV,349843,349843,0,800,0,5823,0,0,6,0
7/31/21,30,2021,NV,202130NV,357244,357244,0,843,0,5914,0,0,2,0
8/7/21,31,2021,NV,202131NV,364577,364577,0,1003,0,6016,0,0,11,0
8/14/21,32,2021,NV,202132NV,371967,371967,0,841,0,6170,0,0,10,0
8/21/21,33,2021,NV,202133NV,379722,379722,0,1022,0,6288,0,0,8,0
8/28/21,34,2021,NV,202134NV,387492,387492,0,933,0,6448,0,0,15,0
9/4/21,35,2021,NV,202135NV,395393,395393,0,798,0,6588,0,0,5,0
9/11/21,36,2021,NV,202136NV,402884,402884,0,983,0,6710,0,0,8,0
9/18/21,37,2021,NV,202137NV,410841,410841,0,737,0,6856,0,0,11,0
9/25/21,38,2021,NV,202138NV,417156,417156,0,660,0,7025,0,0,10,0
10/2/21,39,2021,NV,202139NV,422952,422952,0,623,0,7173,0,0,7,0
10/9/21,40,2021,NV,202140NV,436860,426952,9908,616,71,7295,0,0,10,0
10/16/21,41,2021,NV,202141NV,441486,431109,10377,465,21,7431,0,0,9,0
10/23/21,42,2021,NV,202142NV,445677,434898,10779,0,0,7523,0,0,0,0
10/30/21,43,2021,NV,202143NV,449322,438216,11106,0,0,7631,0,0,0,0
12/19/20,51,2020,NY,202051NY,851259,350019,40384,9274,775,35913,19835,4712,137,4
12/26/20,52,2020,NY,202052NY,929964,373663,46201,10513,638,36927,20106,4730,132,2
1/2/21,53,2021,NY,202153NY,1021875,400001,52670,14011,779,37947,20399,4750,139,1
1/9/21,1,2021,NY,20211NY,1131727,432773,60715,17482,1171,39237,20770,4773,197,2
1/16/21,2,2021,NY,20212NY,1239979,466499,68610,16072,1144,40587,21221,4796,183,5
1/23/21,3,2021,NY,20213NY,1333458,497284,76873,14101,1252,41919,21699,4824,163,4
1/30/21,4,2021,NY,20214NY,1418660,527955,85201,12626,1174,43233,22244,4858,173,4
2/6/21,5,2021,NY,20215NY,1480573,551020,91324,11890,1127,44454,22793,4880,193,6
2/13/21,6,2021,NY,20216NY,1540923,575274,98182,8527,925,45544,23360,4898,157,2
2/20/21,7,2021,NY,20217NY,1590300,594754,104172,6395,806,46499,23905,4920,109,3
2/27/21,8,2021,NY,20218NY,1642629,616588,110718,8234,984,47296,24391,4941,112,6
3/6/21,9,2021,NY,20219NY,1693789,637076,117727,7693,1006,48004,24846,4957,99,2
3/13/21,10,2021,NY,202110NY,1742867,656931,124566,7269,1021,48641,25282,4967,96,2
3/20/21,11,2021,NY,202111NY,1793263,676918,131338,7775,996,49214,25684,4979,85,1
3/27/21,12,2021,NY,202112NY,1848185,698571,138838,9316,1225,49740,26054,4989,106,3
4/3/21,13,2021,NY,202113NY,1903028,718711,145459,7844,861,50305,26438,5006,82,0
4/10/21,14,2021,NY,202114NY,1953307,736452,150970,7308,753,50812,26787,5015,81,1
4/17/21,15,2021,NY,202115NY,1996507,751119,155750,6814,604,51295,27098,5032,67,3
4/24/21,16,2021,NY,202116NY,2028164,761539,159387,4082,431,51695,27354,5043,52,2
5/1/21,17,2021,NY,202117NY,2052040,769194,161831,3231,322,52038,27577,5052,32,1
5/8/21,18,2021,NY,202118NY,2069930,774533,163580,2933,238,52386,27785,5061,47,1
5/15/21,19,2021,NY,202119NY,2083287,778259,164775,2004,139,52653,27963,5067,37,1
5/22/21,20,2021,NY,202120NY,2092989,780869,165717,1324,94,52846,28073,5071,29,0
5/29/21,21,2021,NY,202121NY,2099475,782745,166325,854,73,52980,28147,5074,16,0
6/5/21,22,2021,NY,202122NY,2103537,783890,166734,674,41,53120,28209,5093,24,8
6/12/21,23,2021,NY,202123NY,2107265,785403,167109,423,17,53215,28266,5082,29,3
6/19/21,24,2021,NY,202124NY,2109979,786411,167449,379,27,53275,28289,5084,13,0
6/26/21,25,2021,NY,202125NY,2112058,787385,167717,337,39,53326,28315,5089,10,2
7/3/21,26,2021,NY,202126NY,2114433,788410,167979,315,20,53363,28337,5093,2,0
7/10/21,27,2021,NY,202127NY,2118314,790351,168522,690,100,53401,28358,5096,4,1
7/17/21,28,2021,NY,202128NY,2124192,792971,169497,995,144,53439,28381,5101,5,1
7/24/21,29,2021,NY,202129NY,2134288,797402,171088,1708,286,53474,28403,5105,2,0
7/31/21,30,2021,NY,202130NY,2149995,803828,173383,2696,286,53524,28432,5107,8,1
8/7/21,31,2021,NY,202131NY,2172942,812557,176497,4142,385,53601,28473,5119,15,3
8/14/21,32,2021,NY,202132NY,2201771,823954,179222,4275,392,53728,28519,5140,18,5
8/21/21,33,2021,NY,202133NY,2233242,835010,182198,4540,292,53878,28581,5149,22,2
8/28/21,34,2021,NY,202134NY,2265464,845447,184720,4655,359,54056,28644,5164,31,2
9/4/21,35,2021,NY,202135NY,2298609,854988,187135,4873,264,54269,28721,5178,29,-1
9/11/21,36,2021,NY,202136NY,2331213,864015,189582,5282,290,54514,28803,5193,36,5
9/18/21,37,2021,NY,202137NY,2367806,874501,192025,5022,289,54747,28879,5198,29,6
9/25/21,38,2021,NY,202138NY,2403383,883906,194379,5342,404,55023,29003,5178,38,-5
10/2/21,39,2021,NY,202139NY,2436858,891780,197002,4779,390,55308,29136,5163,26,-2
10/9/21,40,2021,NY,202140NY,2471423,899667,199901,4837,229,55554,29211,5164,42,4
10/16/21,41,2021,NY,202141NY,2503171,905862,202057,4849,190,55807,29301,5151,25,0
10/23/21,42,2021,NY,202142NY,2529497,910532,203484,3464,0,56052,29344,5159,31,0
10/30/21,43,2021,NY,202143NY,2557254,916318,205277,3143,0,56302,29407,5161,27,0
12/19/20,51,2020,OH,202051OH,614429,557616,56813,8567,1419,8031,7352,679,64,10
12/26/20,52,2020,OH,202052OH,664668,600330,64338,11018,1318,8476,7704,772,20,3
1/2/21,53,2021,OH,202153OH,714673,640812,73861,14293,1817,9017,8154,863,55,13
1/9/21,1,2021,OH,20211OH,770977,685423,85554,8374,1392,9599,8639,960,55,5
1/16/21,2,2021,OH,20212OH,821507,725111,96396,7065,1596,10135,9080,1055,78,28
1/23/21,3,2021,OH,20213OH,859841,754315,105526,5859,1136,10680,9532,1148,81,13
1/30/21,4,2021,OH,20214OH,892781,778650,114131,4191,894,11121,9907,1214,51,5
2/6/21,5,2021,OH,20215OH,918079,796430,121649,3549,941,11652,10344,1308,81,7
2/13/21,6,2021,OH,20216OH,937541,809589,127952,2799,937,16340,13898,2442,0,311
2/20/21,7,2021,OH,20217OH,952306,818994,133312,2611,1110,16749,14248,2501,56,12
2/27/21,8,2021,OH,20218OH,966154,828470,137684,1774,777,17237,14660,2577,54,15
3/6/21,9,2021,OH,20219OH,977736,835856,141880,1506,507,17656,17656,0,0,0
3/13/21,10,2021,OH,202110OH,988298,842626,145672,1558,656,18036,18036,0,0,0
3/20/21,11,2021,OH,202111OH,998819,849645,149174,1483,432,18347,18347,0,0,0
3/27/21,12,2021,OH,202112OH,1010603,857480,153123,1690,520,18530,18530,0,0,0
4/3/21,13,2021,OH,202113OH,1024011,866822,157189,2293,552,18646,18646,0,0,0
4/10/21,14,2021,OH,202114OH,1037600,876418,161182,2048,607,18819,18819,0,0,0
4/17/21,15,2021,OH,202115OH,1052099,886836,165263,1987,512,18991,18991,0,0,0
4/24/21,16,2021,OH,202116OH,1063433,894839,168594,1526,382,19122,19122,0,0,0
5/1/21,17,2021,OH,202117OH,1074019,902415,171604,1707,435,19284,19284,0,0,0
5/8/21,18,2021,OH,202118OH,1082815,908990,173825,1297,315,19428,19428,0,0,0
5/15/21,19,2021,OH,202119OH,1090276,914068,176208,919,282,19528,19528,0,0,0
5/22/21,20,2021,OH,202120OH,1096617,918562,178055,871,231,19709,19709,0,0,0
5/29/21,21,2021,OH,202121OH,1101557,922126,179431,585,127,19861,19861,0,0,0
6/5/21,22,2021,OH,202122OH,1104380,924204,180176,379,111,19980,19980,0,0,0
6/12/21,23,2021,OH,202123OH,1106796,925914,180882,385,146,20091,20091,0,0,0
6/19/21,24,2021,OH,202124OH,1108650,927180,181468,252,85,20150,20150,0,14,0
6/26/21,25,2021,OH,202125OH,1110546,928319,182227,254,67,20281,20281,0,0,0
7/3/21,26,2021,OH,202126OH,1112289,929652,182637,201,53,20344,20344,0,0,0
7/10/21,27,2021,OH,202127OH,1114036,930705,183331,299,154,20380,20380,0,0,0
7/17/21,28,2021,OH,202128OH,1116808,932538,184270,486,184,20437,20437,0,0,0
7/24/21,29,2021,OH,202129OH,1121609,935570,186039,687,237,20467,20467,0,0,0
7/31/21,30,2021,OH,202130OH,1129277,941042,188235,1469,368,20492,20492,0,0,0
8/7/21,31,2021,OH,202131OH,1140917,949547,191370,2317,547,20556,20556,0,0,0
8/14/21,32,2021,OH,202132OH,1157782,962798,194984,2460,280,20614,20614,0,0,0
8/21/21,33,2021,OH,202133OH,1178792,979074,199718,3452,727,20689,20689,0,0,0
8/28/21,34,2021,OH,202134OH,1207932,1002202,205730,5204,1129,20799,20799,0,0,0
9/4/21,35,2021,OH,202135OH,1247637,1032606,215031,6369,1230,20947,20947,0,0,0
9/11/21,36,2021,OH,202136OH,1294162,1068402,225760,8405,1858,21154,21154,0,0,0
9/18/21,37,2021,OH,202137OH,1342777,1104838,237939,6716,1470,21471,21471,0,0,0
9/25/21,38,2021,OH,202138OH,1385749,1136990,248759,5379,1206,21820,21820,0,0,0
10/2/21,39,2021,OH,202139OH,1426300,1166642,259658,6094,1685,22273,22273,0,0,0
10/9/21,40,2021,OH,202140OH,1461932,1192043,269889,3185,873,22819,22819,0,0,0
10/16/21,41,2021,OH,202141OH,1494160,1215148,279012,3709,1044,23327,23327,0,0,0
10/23/21,42,2021,OH,202142OH,1519304,1232420,286884,3466,1026,23955,23955,0,0,0
10/30/21,43,2021,OH,202143OH,1542911,1248661,294250,3421,850,24527,24527,0,0,0
12/19/20,51,2020,OK,202051OK,283569,235954,47615,3679,802,3940,3574,366,48,10
12/26/20,52,2020,OK,202052OK,304507,251059,53448,1517,443,4271,3828,443,47,12
1/2/21,53,2021,OK,202153OK,331382,270148,61234,2356,758,4684,4147,537,65,13
1/9/21,1,2021,OK,20211OK,357361,289278,68083,3262,877,5073,4444,629,58,17
1/16/21,2,2021,OK,20212OK,376793,303384,73409,2596,668,5498,4765,733,60,14
1/23/21,3,2021,OK,20213OK,393303,314961,78342,2326,737,5884,5069,815,58,15
1/30/21,4,2021,OK,20214OK,407642,324876,82766,1901,554,6200,5309,891,43,8
2/6/21,5,2021,OK,20215OK,419151,332791,86360,1462,465,6440,5495,945,33,10
2/13/21,6,2021,OK,20216OK,426089,337499,88590,909,285,6624,5646,978,24,7
2/20/21,7,2021,OK,20217OK,429671,340000,89671,618,163,6775,5763,1012,23,5
2/27/21,8,2021,OK,20218OK,432902,342377,90525,377,78,6901,5870,1031,16,3
3/6/21,9,2021,OK,20219OK,435419,344255,91164,332,88,6991,5947,1044,19,6
3/13/21,10,2021,OK,202110OK,437903,346113,91790,322,83,7046,5990,1056,6,1
3/20/21,11,2021,OK,202111OK,439743,347447,92296,263,72,7089,6030,1059,8,0
3/27/21,12,2021,OK,202112OK,441465,348687,92778,204,51,7128,6062,1066,6,1
4/3/21,13,2021,OK,202113OK,443069,349870,93199,209,49,7161,6091,1070,8,1
4/10/21,14,2021,OK,202114OK,444659,351062,93597,227,61,7198,6123,1075,4,1
4/17/21,15,2021,OK,202115OK,446294,352321,93973,223,52,7221,6145,1076,6,0
4/24/21,16,2021,OK,202116OK,447848,353440,94408,229,58,7246,6167,1079,2,0
5/1/21,17,2021,OK,202117OK,449371,354570,94801,201,49,7256,6176,1080,0,0
5/8/21,18,2021,OK,202118OK,450659,355572,95087,149,31,7273,6193,1080,2,0
5/15/21,19,2021,OK,202119OK,451560,356271,95289,112,21,7286,6205,1081,1,0
5/22/21,20,2021,OK,202120OK,452390,356967,95423,107,21,7290,6209,1081,0,0
5/29/21,21,2021,OK,202121OK,453094,357559,95535,139,22,7298,6217,1081,1,0
6/5/21,22,2021,OK,202122OK,453796,358128,95668,134,24,7324,6241,1083,4,1
6/12/21,23,2021,OK,202123OK,454785,358870,95915,187,55,7354,6265,1089,24,5
6/19/21,24,2021,OK,202124OK,455841,359607,96234,153,47,7362,6273,1089,0,0
6/26/21,25,2021,OK,202125OK,457263,360608,96655,156,42,7386,6295,1091,0,0
7/3/21,26,2021,OK,202126OK,459074,361888,97186,224,47,7402,6308,1094,2,0
7/10/21,27,2021,OK,202127OK,461552,363719,97833,259,60,7412,6318,1094,1,0
7/17/21,28,2021,OK,202128OK,465998,367222,98776,600,101,7438,6336,1102,9,2
7/24/21,29,2021,OK,202129OK,473524,372402,101122,1026,263,7474,6368,1106,6,1
7/31/21,30,2021,OK,202130OK,484367,380155,104212,1404,341,7515,6405,1110,9,1
8/7/21,31,2021,OK,202131OK,498015,390440,107575,1668,338,7575,6459,1116,9,1
8/14/21,32,2021,OK,202132OK,512748,401672,111076,1957,476,7656,6528,1128,9,1
8/21/21,33,2021,OK,202133OK,529038,413418,115620,1674,542,7779,6632,1147,15,2
8/28/21,34,2021,OK,202134OK,548156,426380,121776,1899,536,7928,6761,1167,35,6
9/4/21,35,2021,OK,202135OK,565886,438081,127805,2518,948,8140,6930,1210,25,6
9/11/21,36,2021,OK,202136OK,582049,448728,133321,1834,411,8380,7115,1265,34,6
9/18/21,37,2021,OK,202137OK,595659,458494,137165,1449,346,8594,7288,1306,61,16
9/25/21,38,2021,OK,202138OK,607158,466693,140465,1613,465,8846,7480,1366,51,14
10/2/21,39,2021,OK,202139OK,617748,474022,143726,994,269,9085,7665,1420,62,15
10/9/21,40,2021,OK,202140OK,626654,479465,147189,820,264,9309,7839,1470,46,15
10/16/21,41,2021,OK,202141OK,633967,483840,150127,947,462,9474,7631,1843,23,332
10/23/21,42,2021,OK,202142OK,639720,487012,152708,0,0,10616,8108,2508,0,0
10/30/21,43,2021,OK,202143OK,644684,490207,154477,0,0,10794,8246,2548,0,0
12/19/20,51,2020,OR,202051OR,101814,100094,1720,1506,0,1340,1325,15,36,0
12/26/20,52,2020,OR,202052OR,108326,106606,1720,608,0,1422,1407,15,0,0
1/2/21,53,2021,OR,202153OR,116348,114628,1720,2439,0,1492,1477,15,15,0
1/9/21,1,2021,OR,20211OR,124476,122756,1720,1629,0,1603,1588,15,28,0
1/16/21,2,2021,OR,20212OR,132412,130692,1720,1154,0,1799,1784,15,41,0
1/23/21,3,2021,OR,20213OR,137600,135880,1720,761,0,1877,1862,15,12,0
1/30/21,4,2021,OR,20214OR,142416,140696,1720,687,0,1957,1942,15,19,0
2/6/21,5,2021,OR,20215OR,146741,145021,1720,604,0,2019,2004,15,17,0
2/13/21,6,2021,OR,20216OR,150034,148314,1720,458,0,2137,2122,15,43,0
2/20/21,7,2021,OR,20217OR,152711,150991,1720,521,0,2154,2139,15,5,0
2/27/21,8,2021,OR,20218OR,155315,153595,1720,437,0,2208,2193,15,2,0
3/6/21,9,2021,OR,20219OR,157079,157079,0,195,-1720,2296,2296,0,3,-15
3/13/21,10,2021,OR,202110OR,159392,159392,0,355,0,2322,2322,0,3,0
3/20/21,11,2021,OR,202111OR,161320,161320,0,326,0,2362,2362,0,5,0
3/27/21,12,2021,OR,202112OR,163702,163702,0,407,0,2375,2375,0,2,0
4/3/21,13,2021,OR,202113OR,166480,166480,0,467,0,2391,2391,0,6,0
4/10/21,14,2021,OR,202114OR,170085,170085,0,747,0,2440,2440,0,0,0
4/17/21,15,2021,OR,202115OR,174501,174501,0,875,0,2460,2460,0,3,0
4/24/21,16,2021,OR,202116OR,179930,179930,0,810,0,2484,2484,0,8,0
5/1/21,17,2021,OR,202117OR,185597,185597,0,785,0,2498,2498,0,3,0
5/8/21,18,2021,OR,202118OR,190804,190804,0,818,0,2528,2528,0,6,0
5/15/21,19,2021,OR,202119OR,195179,195179,0,637,0,2585,2585,0,3,0
5/22/21,20,2021,OR,202120OR,198356,198356,0,505,0,2618,2618,0,5,0
5/29/21,21,2021,OR,202121OR,201004,201004,0,372,0,2666,2666,0,1,0
6/5/21,22,2021,OR,202122OR,202995,202995,0,320,0,2691,2691,0,5,0
6/12/21,23,2021,OR,202123OR,204865,204865,0,278,0,2729,2729,0,3,0
6/19/21,24,2021,OR,202124OR,206512,206512,0,262,0,2751,2751,0,3,0
6/26/21,25,2021,OR,202125OR,207998,207998,0,211,0,2763,2763,0,2,0
7/3/21,26,2021,OR,202126OR,209149,209149,0,114,0,2781,2781,0,0,0
7/10/21,27,2021,OR,202127OR,210395,210395,0,166,0,2793,2793,0,1,0
7/17/21,28,2021,OR,202128OR,212250,212250,0,252,0,2820,2820,0,3,0
7/24/21,29,2021,OR,202129OR,215197,215197,0,328,0,2836,2836,0,0,0
7/31/21,30,2021,OR,202130OR,220436,220436,0,681,0,2859,2859,0,1,0
8/7/21,31,2021,OR,202131OR,227967,227967,0,1068,0,2893,2893,0,4,0
8/14/21,32,2021,OR,202132OR,239923,239923,0,1460,0,2939,2939,0,4,0
8/21/21,33,2021,OR,202133OR,254532,254532,0,1555,0,3020,3020,0,8,0
8/28/21,34,2021,OR,202134OR,270232,270232,0,1831,0,3128,3128,0,13,0
9/4/21,35,2021,OR,202135OR,285317,285317,0,1444,0,3285,3285,0,13,0
9/11/21,36,2021,OR,202136OR,298384,298384,0,1559,0,3424,3424,0,10,0
9/18/21,37,2021,OR,202137OR,310947,310947,0,1106,0,3577,3577,0,8,0
9/25/21,38,2021,OR,202138OR,322183,322183,0,1193,0,3691,3691,0,9,0
10/2/21,39,2021,OR,202139OR,332796,332796,0,1087,0,3817,3817,0,2,0
10/9/21,40,2021,OR,202140OR,342073,342073,0,960,0,3988,3988,0,6,0
10/16/21,41,2021,OR,202141OR,349852,349852,0,1086,0,4169,4169,0,8,0
10/23/21,42,2021,OR,202142OR,357526,357526,0,0,0,4284,4284,0,0,0
10/30/21,43,2021,OR,202143OR,365053,365053,0,0,0,4372,4372,0,0,0
12/19/20,51,2020,PA,202051PA,557426,505791,51635,10258,1528,13825,0,0,217,171
12/26/20,52,2020,PA,202052PA,612913,553344,59569,7287,190,14883,0,0,26,21
1/2/21,53,2021,PA,202153PA,664958,595337,69621,7898,385,16239,0,0,25,23
1/9/21,1,2021,PA,20211PA,721578,639794,81784,9637,1842,17667,0,0,273,192
1/16/21,2,2021,PA,20212PA,769900,679161,90739,6850,1222,19188,0,0,231,-23
1/23/21,3,2021,PA,20213PA,807820,710158,97662,5822,1166,20526,0,0,205,177
1/30/21,4,2021,PA,20214PA,846991,736448,110543,5494,1129,21602,0,0,140,113
2/6/21,5,2021,PA,20215PA,873652,756388,117264,4141,779,22396,0,0,157,-70
2/13/21,6,2021,PA,20216PA,899209,776569,122640,3850,760,23072,0,0,113,91
2/20/21,7,2021,PA,20217PA,918006,790955,127051,2714,521,23570,0,0,90,72
2/27/21,8,2021,PA,20218PA,936036,804915,131121,3421,639,24000,0,0,63,-55
3/6/21,9,2021,PA,20219PA,953246,817831,135415,2863,804,24317,0,0,55,41
3/13/21,10,2021,PA,202110PA,970371,830830,139541,2821,678,24573,0,0,43,34
3/20/21,11,2021,PA,202111PA,990693,846214,144479,4072,1272,24774,0,0,33,20
3/27/21,12,2021,PA,202112PA,1015789,865183,150606,4062,860,24986,0,0,33,17
4/3/21,13,2021,PA,202113PA,1045758,888889,156869,5494,1232,25188,0,0,40,38
4/10/21,14,2021,PA,202114PA,1075587,912834,162753,4690,551,25402,0,0,40,21
4/17/21,15,2021,PA,202115PA,1110315,938179,172136,5096,1109,25661,0,0,39,12
4/24/21,16,2021,PA,202116PA,1137444,959338,178106,4009,812,25983,0,0,45,-38
5/1/21,17,2021,PA,202117PA,1160428,977085,183343,3030,562,26253,0,0,35,21
5/8/21,18,2021,PA,202118PA,1178460,990809,187651,2578,854,26532,0,0,38,26
5/15/21,19,2021,PA,202119PA,1191152,1000449,190703,1923,576,26749,0,0,25,2
5/22/21,20,2021,PA,202120PA,1200806,1007357,193449,1344,358,27029,0,0,39,11
5/29/21,21,2021,PA,202121PA,1207248,1011973,195275,782,206,27203,0,0,16,-39
6/5/21,22,2021,PA,202122PA,1211209,1014961,196248,600,101,27349,0,0,24,19
6/12/21,23,2021,PA,202123PA,1213911,1016940,196971,347,100,27457,0,0,0,-25
6/19/21,24,2021,PA,202124PA,1215671,1018275,197396,225,33,27560,0,0,7,0
6/26/21,25,2021,PA,202125PA,1216957,1019276,197681,190,32,27643,0,0,7,0
7/3/21,26,2021,PA,202126PA,1218092,1020137,197955,217,67,27705,0,0,10,0
7/10/21,27,2021,PA,202127PA,1219345,1021078,198267,252,70,27745,0,0,8,0
7/17/21,28,2021,PA,202128PA,1221556,1022762,198794,414,100,27790,0,0,4,0
7/24/21,29,2021,PA,202129PA,1225091,1025537,199554,646,96,27823,0,0,3,0
7/31/21,30,2021,PA,202130PA,1231056,1030076,200980,1142,304,27852,0,0,2,0
8/7/21,31,2021,PA,202131PA,1241031,1038028,203003,1661,293,27902,0,0,4,0
8/14/21,32,2021,PA,202132PA,1253869,1047784,206085,2223,563,27966,0,0,9,0
8/21/21,33,2021,PA,202133PA,1271038,1061246,209792,2727,575,28075,0,0,16,0
8/28/21,34,2021,PA,202134PA,1292437,1077740,214697,3842,1029,28208,0,0,28,0
9/4/21,35,2021,PA,202135PA,1316505,1096162,220343,4783,967,28380,0,0,28,0
9/11/21,36,2021,PA,202136PA,1343444,1116584,226860,5131,1123,28566,0,0,31,0
9/18/21,37,2021,PA,202137PA,1375864,1142299,233565,5617,1094,28845,0,0,33,0
9/25/21,38,2021,PA,202138PA,1407792,1168539,239253,4966,879,29128,0,0,64,0
10/2/21,39,2021,PA,202139PA,1438684,1193462,245222,3392,800,29488,0,0,51,0
10/9/21,40,2021,PA,202140PA,1475457,1224082,251375,5610,940,29907,0,0,0,0
10/16/21,41,2021,PA,202141PA,1506609,1249010,257599,4485,746,30418,0,0,0,0
10/23/21,42,2021,PA,202142PA,1534882,1271271,263611,4573,1140,30964,0,0,61,0
10/30/21,43,2021,PA,202143PA,1561825,1292551,269274,4366,863,31413,0,0,36,0
12/19/20,51,2020,RI,202051RI,78680,0,0,924,0,1738,0,0,15,0
12/26/20,52,2020,RI,202052RI,84134,0,0,250,0,1848,0,0,21,0
1/2/21,53,2021,RI,202153RI,91177,0,0,775,0,1948,0,0,14,0
1/9/21,1,2021,RI,20211RI,99017,0,0,1188,0,2054,0,0,13,0
1/16/21,2,2021,RI,20212RI,105448,0,0,911,0,2158,0,0,16,0
1/23/21,3,2021,RI,20213RI,110694,0,0,741,0,2263,0,0,15,0
1/30/21,4,2021,RI,20214RI,115010,0,0,591,0,2342,0,0,7,0
2/6/21,5,2021,RI,20215RI,118389,0,0,503,0,2411,0,0,6,0
2/13/21,6,2021,RI,20216RI,121005,0,0,383,0,2475,0,0,5,0
2/20/21,7,2021,RI,20217RI,123310,0,0,353,0,2513,0,0,6,0
2/27/21,8,2021,RI,20218RI,125822,0,0,377,0,2539,0,0,0,0
3/6/21,9,2021,RI,20219RI,128263,0,0,368,0,2560,0,0,3,0
3/13/21,10,2021,RI,202110RI,130558,0,0,365,0,2580,0,0,2,0
3/20/21,11,2021,RI,202111RI,132918,0,0,401,0,2607,0,0,4,0
3/27/21,12,2021,RI,202112RI,135767,0,0,502,0,2620,0,0,4,0
4/3/21,13,2021,RI,202113RI,138705,0,0,425,0,2634,0,0,0,0
4/10/21,14,2021,RI,202114RI,141631,0,0,536,0,2643,0,0,1,0
4/17/21,15,2021,RI,202115RI,144440,0,0,376,0,2658,0,0,1,0
4/24/21,16,2021,RI,202116RI,146495,0,0,300,0,2667,0,0,0,0
5/1/21,17,2021,RI,202117RI,148186,0,0,226,0,2682,0,0,1,0
5/8/21,18,2021,RI,202118RI,149486,0,0,166,0,2695,0,0,1,0
5/15/21,19,2021,RI,202119RI,150388,0,0,105,0,2706,0,0,0,0
5/22/21,20,2021,RI,202120RI,151053,0,0,87,0,2712,0,0,2,0
5/29/21,21,2021,RI,202121RI,151444,0,0,46,0,2717,0,0,0,0
6/5/21,22,2021,RI,202122RI,151662,0,0,34,0,2723,0,0,0,0
6/12/21,23,2021,RI,202123RI,151837,0,0,24,0,2725,0,0,0,0
6/19/21,24,2021,RI,202124RI,151987,0,0,14,0,2729,0,0,1,0
6/26/21,25,2021,RI,202125RI,152121,0,0,20,0,2734,0,0,0,0
7/3/21,26,2021,RI,202126RI,152248,0,0,31,0,2736,0,0,0,0
7/10/21,27,2021,RI,202127RI,152393,0,0,20,0,2737,0,0,0,0
7/17/21,28,2021,RI,202128RI,152690,0,0,56,0,2740,0,0,0,0
7/24/21,29,2021,RI,202129RI,153235,0,0,106,0,2741,0,0,1,0
7/31/21,30,2021,RI,202130RI,154294,0,0,200,0,2742,0,0,0,0
8/7/21,31,2021,RI,202131RI,155810,0,0,234,0,2745,0,0,0,0
8/14/21,32,2021,RI,202132RI,157663,0,0,318,0,2750,0,0,1,0
8/21/21,33,2021,RI,202133RI,159773,0,0,309,0,2758,0,0,3,0
